FID,sous_type,iden,shape
odt_det_pdipr.1512,A_verifier,1721,"MULTILINESTRING ((-0.0649883499999646 44.58840179600003, -0.0647112759999686 44.58957754100004, -0.0655629569999405 44.589765879000026, -0.0653296689999365 44.59078770900004, -0.0650626369999259 44.591315407000025, -0.0647777479999263 44.59201444800004, -0.0639043349999611 44.591907555000034, -0.0632054309999717 44.59264262500005, -0.0630340189999288 44.59305126000004, -0.0630310469999245 44.59327626700008, -0.0630811859999767 44.59386001800004, -0.0636885149999671 44.59392774000003, -0.0642623309999522 44.59409516300008, -0.0645589909999558 44.594259640000075, -0.0652511539999523 44.59483836600003, -0.0656683579999253 44.59517116200004, -0.0663672329999372 44.59531784700005, -0.0674989929999583 44.59586895600006, -0.0693793609999602 44.59684456100007, -0.0686499109999659 44.59745436800006, -0.0685844389999488 44.59768974000008, -0.068640157999937 44.59781448900003, -0.0700849859999266 44.59832273400008, -0.0699672659999351 44.59851426200004, -0.0702887439999245 44.59866918300003, -0.0702693629999658 44.59880457300005, -0.0711608769999543 44.59903698900007, -0.0709792349999248 44.59949984900004, -0.0707582029999685 44.60051243200007, -0.0706427929999336 44.60075789700005, -0.0706532029999494 44.60100060700006, -0.0714601499999503 44.60131585400006, -0.0709276439999371 44.60240724100004, -0.0709132769999314 44.60265949200004, -0.0708195579999256 44.602823503000025, -0.0719797659999699 44.60344593200006, -0.0721636409999746 44.60362185900004, -0.072234271999946 44.603800267000054, -0.0722254639999278 44.60447528900005, -0.0724104989999432 44.60467818400008, -0.0719957969999427 44.60499319200005, -0.0714302389999375 44.60560842700005, -0.0707904679999274 44.60654920200005, -0.0706620769999518 44.60678595500008, -0.0702451759999576 44.60734394200006, -0.0694340689999535 44.60810850400003, -0.0687735609999436 44.608860769000046, -0.0684366219999788 44.60922804900008, -0.0684531909999464 44.609614589000046, -0.0696840059999317 44.61011853200006, -0.07075201899994 44.61064402100004, -0.0725845329999402 44.611665628000026, -0.0753183569999578 44.61284739900003, -0.0755086739999342 44.61287921600007, -0.0756829279999352 44.61283040600006, -0.0761418219999541 44.61237045000007, -0.0764750349999304 44.612210176000076, -0.0772490949999565 44.61204922500008, -0.0780033959999287 44.612014670000065, -0.0785534319999783 44.61220954200007))"
odt_det_pdipr.1513,A_verifier,1722,"MULTILINESTRING ((-0.0182829079999465 44.61408344100005, -0.01830907599998 44.61440679400005, -0.0181674839999459 44.61463476600005, -0.0181558949999498 44.61495892800008, -0.0186606939999479 44.61528102900007, -0.0192746159999615 44.61550181900003, -0.019978028999958 44.616053598000065, -0.0213186829999472 44.61678066400003, -0.021973035999963 44.61706355500007, -0.0216769019999674 44.61751078900005, -0.021480697999948 44.61793788400007, -0.0212357739999334 44.618105092000064, -0.0223199649999515 44.61842375400005, -0.0240081049999503 44.61932328900008, -0.0242775439999718 44.61884063200006, -0.0253888309999297 44.61920367100004, -0.0258799859999499 44.61949904200003, -0.0264686139999526 44.61911749500007, -0.0278827549999505 44.61949199800006, -0.0293347489999292 44.61956874600003, -0.0288961049999443 44.62111678000008, -0.0285738149999588 44.62393098200005, -0.0301938049999535 44.62380616100006, -0.0319130319999772 44.623346265000066, -0.0323917309999615 44.62334495400006, -0.0361468919999766 44.623659915000076, -0.0363128789999792 44.626094711000064, -0.0363818249999781 44.626831036000056, -0.0357528009999442 44.62685360100005, -0.0347682209999789 44.62710877000006, -0.034324546999926 44.62734327600003, -0.0346970629999532 44.62840597400003, -0.0356021619999751 44.62925024100008, -0.0365935099999319 44.63004765200003, -0.0367342689999646 44.63009860200003))"
odt_det_pdipr.1514,A_verifier,1723,"MULTILINESTRING ((0.0878010360000303 44.595295547000035, 0.0877309250000735 44.59547405600006, 0.0884890450000739 44.59572348800003, 0.0899715160000483 44.59612267800003, 0.0903382140000417 44.59514048900007, 0.0917383640000366 44.595394019000025, 0.0927970190000451 44.59537064800003, 0.0932611030000316 44.59541610800005, 0.0940092710000613 44.59812150800008, 0.0948279330000332 44.60000960600007))"
odt_det_pdipr.1515,A_verifier,1724,"MULTILINESTRING ((-0.0892325209999285 44.55503707400004, -0.0859174479999751 44.55520019700003))"
odt_det_pdipr.1516,A_verifier,1725,"MULTILINESTRING ((-0.4636699289999342 44.73837563400008, -0.4637905749999618 44.739020553000046, -0.4632851539999478 44.73977137600008, -0.4645475929999634 44.740270287000044, -0.4645687479999765 44.74044074600005, -0.4644209669999668 44.74102048800006, -0.4641466159999368 44.74159444700007, -0.4642177689999585 44.74175463500006, -0.4642443199999775 44.74203295400008, -0.4648239749999448 44.74251321200006, -0.4652653579999537 44.743005983000046, -0.465293264999957 44.74331126700008, -0.4649851409999428 44.74371509100007, -0.4644225189999247 44.74408038100006, -0.4649526469999614 44.74457989800004, -0.4655661239999631 44.744978296000056, -0.4660566469999594 44.74519082100005, -0.4666570869999305 44.74532855000007, -0.4667241989999411 44.74540784200008, -0.4667012149999437 44.745705420000036, -0.4686849899999288 44.74698692900006, -0.4689291399999434 44.747070714000074))"
odt_det_pdipr.1517,A_verifier,1726,"MULTILINESTRING ((-0.3966866459999778 44.77695533800005, -0.3969418899999368 44.77649002900006, -0.3971131819999414 44.77611679800003, -0.3971448939999504 44.77599001700003, -0.3971383069999774 44.77585518500007, -0.3970551219999265 44.77570425300007, -0.3968844779999472 44.77557348700003, -0.3965893949999781 44.77548180400004, -0.3966102439999304 44.77539129100006))"
odt_det_pdipr.1518,A_verifier,1727,"MULTILINESTRING ((-0.4155435239999292 44.78784410900005, -0.4157014609999692 44.78720118500007, -0.4158199969999714 44.78627125100007, -0.4153370629999245 44.78595930800003, -0.4151501869999379 44.78575697500003, -0.4148729909999247 44.785259902000064, -0.4148532959999329 44.78511639700008, -0.4146642129999805 44.78486912100004, -0.4143920839999282 44.78473191100005, -0.4140468789999545 44.78465052200005, -0.4135597439999401 44.78450967200007, -0.4131780009999488 44.78445619000007, -0.4128376589999334 44.784473674000026, -0.4120267809999518 44.78443088200004, -0.4107201309999482 44.78432843600007))"
odt_det_pdipr.1519,A_verifier,1728,"MULTILINESTRING ((-0.0483918079999626 44.624816742000064, -0.0494117829999254 44.62480362100007, -0.0500415439999529 44.62479895600006, -0.0527921419999302 44.62489220500004, -0.0550357949999807 44.624915428000065))"
odt_det_pdipr.1520,Jonction,1372,"MULTILINESTRING ((-0.8800786339999718 45.28735510700005, -0.8793564999999717 45.28743900000006, -0.8780374709999705 45.28756714100007, -0.8772298459999774 45.28771651200003, -0.8765557999999487 45.287970062000056, -0.876104694999924 45.288109132000045, -0.8753225229999657 45.288257755000075, -0.8745572449999486 45.288477913000065, -0.8739416389999519 45.28863972600004, -0.8734369869999341 45.288735313000075, -0.872814610999967 45.288780272000054, -0.8720363119999774 45.288775702000066, -0.8714443329999426 45.28868472500005, -0.8709942379999802 45.28840058500003, -0.8705407729999592 45.28827860300004, -0.8700839319999432 45.28831877600004, -0.869794183999943 45.28838114400003, -0.8673772229999486 45.28738835000007, -0.8644136279999657 45.28620415200004, -0.8643506429999661 45.287322379000045, -0.8644589759999803 45.28765238700004, -0.8646496959999581 45.287862981000046, -0.8648786169999312 45.28807247700007, -0.863991111999951 45.28882727400003))"
odt_det_pdipr.1521,Jonction,1373,"MULTILINESTRING ((-0.758073440999965 45.264049044000046, -0.75970257299997 45.26354456900003, -0.7602299609999363 45.26362891800005, -0.7609104179999804 45.26394307600003, -0.7620846569999458 45.26305510800006, -0.7630113269999583 45.262300065000034, -0.7640635739999766 45.261055363000025, -0.7645726809999474 45.260356959000035, -0.7652191039999252 45.25983477900007, -0.7656772989999467 45.25982200100003, -0.7659104179999758 45.25988752100005, -0.7660177699999622 45.259983557000055, -0.7663232639999364 45.26065924800008, -0.7666404539999689 45.26063239300004, -0.7669439089999628 45.26058791600008, -0.7678996499999471 45.26035418200007, -0.7688294239999323 45.26011216000006, -0.7700132379999332 45.25985403400006, -0.7702922389999571 45.25982823500004, -0.7712733169999524 45.26141233300007, -0.7714212469999779 45.261777315000074, -0.7714073759999565 45.26198476700006, -0.7712582549999638 45.26273616800006, -0.7716690469999321 45.26369699500003, -0.7720966119999275 45.26472937500006, -0.7719076959999711 45.26477066700005, -0.7712479549999784 45.26460004100005))"
odt_det_pdipr.1522,Jonction,1374,"MULTILINESTRING ((-0.8303934199999503 45.29749505600006, -0.8322111449999738 45.30385358700005, -0.8333767919999673 45.30371236600007, -0.8336570069999425 45.30370438700004, -0.8339215189999436 45.30386791500007, -0.8282216179999295 45.304588280000075, -0.8223947049999651 45.30532095600006, -0.8168733439999301 45.30604466800003))"
odt_det_pdipr.1523,Boucle locale,198,"MULTILINESTRING ((-0.1682293009999398 44.55661167100004, -0.1679604839999342 44.556509824000045, -0.167630709999969 44.55588749100008, -0.167315265999946 44.555021888000056, -0.1666907599999376 44.55428029900003, -0.16622833699995 44.55378695400003, -0.165631646999941 44.553386645000046, -0.1649026889999732 44.55312431200008, -0.162968813999953 44.55180065600007, -0.1622454369999673 44.55109728700006, -0.1621085349999589 44.550848461000044, -0.1621068869999362 44.550245645000075, -0.1623127079999449 44.549215213000025, -0.1623906499999634 44.54842163300003, -0.161653021999939 44.54852838800008, -0.1610642319999442 44.54858676500004, -0.1601973029999613 44.548615469000026, -0.1595035579999262 44.548577247000026, -0.1588624879999543 44.54859181200004, -0.1579363019999391 44.54870282400003, -0.1569067579999341 44.54875319100006, -0.1561934569999721 44.54884136100003, -0.1559205049999264 44.54892853400003, -0.1553546429999528 44.54922030200004, -0.1550038749999771 44.549255251000034, -0.1549609589999363 44.54970611400006, -0.1548589899999797 44.54996036400007, -0.154431385999942 44.550248992000036, -0.1541077759999325 44.54976145200004, -0.1536121739999317 44.54936778600006, -0.1535535259999392 44.549180163000074, -0.1537766699999565 44.547969402000035, -0.1537072639999337 44.54753908200007, -0.1535023799999635 44.54717481800003, -0.1530247739999595 44.54661878400003, -0.1529156269999703 44.54415587200003, -0.1529584209999371 44.54285022800008, -0.1531284489999507 44.542144550000046, -0.1530945479999559 44.54194736800008, -0.1527720149999254 44.54119886800004, -0.1527247969999621 44.54041713400005, -0.1525285319999625 44.53996269800007, -0.1525554839999472 44.539719149000064, -0.1527422339999589 44.539390998000044, -0.152952169999935 44.53845047600004, -0.152624833999937 44.538160970000035, -0.1522644029999469 44.53769225800005, -0.1517234279999684 44.53740759000004, -0.1510693519999791 44.53712548200008, -0.1506010059999312 44.53677618000006, -0.1501919229999658 44.53634455500003, -0.1489949319999368 44.53573281300004, -0.1473876269999437 44.53522931300006, -0.1469741059999592 44.53526565800007, -0.1457889709999449 44.53549040000007, -0.1445666489999553 44.53515811200003, -0.1445661249999262 44.53571598000008, -0.144488871999954 44.535960662000036, -0.1445375599999466 44.536778352000056, -0.1444061999999349 44.53722220600008, -0.1440621139999507 44.53797678600006, -0.1436252819999595 44.53862548700005, -0.1433744509999428 44.53892807500006, -0.1430725519999783 44.539213819000054, -0.142866162999951 44.53966836300003, -0.1424893689999749 44.54025272100006, -0.1424423929999534 44.540613689000054, -0.1426699369999369 44.54092347200003, -0.1430973879999442 44.541201751000074, -0.1433869869999285 44.541492136000045, -0.1436302829999363 44.541873545000044, -0.1438440789999618 44.542156644000045, -0.1442366179999794 44.54249869000006, -0.1447831629999428 44.54290923800005, -0.144942723999975 44.54310358400005, -0.1450985889999288 44.54378388900005, -0.1452866059999565 44.54433750000004, -0.1453637479999656 44.54465967500005, -0.1454320349999421 44.54535095700004, -0.1453396999999654 44.54610885300008, -0.1452619189999496 44.546911409000074, -0.1452485729999466 44.54774850000007, -0.14532135099995 44.54797180000003, -0.1455206219999354 44.548210236000045, -0.1453958559999364 44.54851897900005, -0.1452180289999774 44.54876593500006, -0.1448777169999289 44.54932248600005, -0.1445784209999488 44.55023801800007, -0.144359566999924 44.550980776000074, -0.1441264159999491 44.55139993800003, -0.1436525619999429 44.55206747200003, -0.1431763169999272 44.55268107200004, -0.1429340239999419 44.55289348900004, -0.142595943999936 44.55236125300007, -0.1408865799999717 44.55212088300004, -0.1404591699999287 44.55213052000005, -0.1400973889999477 44.55220166000004, -0.1400725829999487 44.553066003000026, -0.1401082549999728 44.55387499600005, -0.140126597999938 44.55457640700007, -0.1401968139999781 44.55531264100006, -0.1404231029999323 44.55530753900007, -0.1398663689999466 44.557236612000054, -0.1364892659999555 44.556277935000026, -0.1352080399999522 44.55604583100006, -0.1341244139999276 44.55572829000005, -0.1329461549999564 44.55554783200006, -0.1323682539999709 44.55556981800004, -0.1320977439999638 44.556286717000035, -0.1320318659999771 44.55679207000003, -0.131778125999972 44.557031711000036, -0.1314396069999475 44.55763316600007))"
odt_det_pdipr.1524,Boucle locale,199,"MULTILINESTRING ((-0.1665604999999459 44.558134350000046, -0.1649720089999391 44.559484215000055, -0.1646848449999538 44.55953574100005, -0.1634732629999576 44.55917640700005, -0.1629031059999306 44.55909040200004, -0.1626111439999249 44.559034058000066, -0.1624273589999348 44.55914621200003, -0.162185109999939 44.55935867200003, -0.1621496169999546 44.559692400000074, -0.1621416689999364 44.56007948800004, -0.1620365149999543 44.56026183700004, -0.1618142059999741 44.56035687100007, -0.1613153009999451 44.560458192000056, -0.1605661379999788 44.56059219200006, -0.1597934259999647 44.56076271400008, -0.1588666409999746 44.56086474600005, -0.1582058759999541 44.561005720000026, -0.1573527249999529 44.56134901000007, -0.1569003009999506 44.56164720800007, -0.1562856209999382 44.56197608000008, -0.1561137819999772 44.562357887000076, -0.156083836999926 44.56281745700005, -0.1562037789999522 44.56296769900007, -0.1560361309999507 44.56316045700004, -0.1557906499999717 44.56330099300004, -0.1552499989999774 44.563313255000025, -0.1551545969999779 44.56343239000006, -0.1551523929999803 44.563666384000044))"
odt_det_pdipr.1525,Boucle locale,200,"MULTILINESTRING ((-0.1417572049999762 44.60493670300008, -0.1416218519999575 44.60472380200008))"
odt_det_pdipr.1526,Boucle locale,201,"MULTILINESTRING ((-0.2083878899999263 44.60496249700003, -0.2069727419999481 44.60597604600008, -0.2061292999999296 44.605986554000026, -0.2058309819999522 44.60607443500004, -0.2042136549999327 44.60735357100003, -0.2037611069999343 44.60765196800003, -0.2034043379999275 44.607840173000056, -0.2029679999999416 44.60794023300008, -0.2026984669999479 44.60782948100007, -0.2025896689999627 44.607652028000075, -0.2017518299999779 44.60695151400006, -0.2009189059999699 44.60663780200008, -0.2007610029999682 44.60648847600004, -0.2005150069999786 44.60606223800005, -0.2000957039999776 44.60570298600004, -0.200062857999967 44.60636961000006, -0.1996277869999403 44.60761239900006, -0.1997398369999246 44.608140709000054, -0.1996708499999613 44.608565216000045, -0.1992881009999792 44.60929390000007, -0.1994695889999321 44.610522470000035, -0.1990648819999592 44.610486811000044, -0.1986260739999466 44.61025397600008, -0.1982201479999617 44.60991240200008, -0.1980322039999578 44.609655786000076, -0.1973721839999598 44.608150299000044, -0.1971428479999418 44.60781365100007, -0.1962275509999358 44.60706989000005, -0.195016791999933 44.60619795100007, -0.1942285729999753 44.60575718700005, -0.1925900249999586 44.60545295500003, -0.1919933529999298 44.605628644000035, -0.1892458569999462 44.60587174900007, -0.1893405299999245 44.605176716000074, -0.1891770399999473 44.60462258500007))"
