Numéro;Référence;Titre;Nom;Prénom;Civilité;Circonscription;Groupe;Type Appartenance;Date de publication JO;Ministère de dépôt;Ministère de réponse;Thème(s);URL Question
0061G;SEQ93060061G;Accord sur les oléagineux;Metzinger;Charles;M.;Moselle;SOC;;1993-06-18;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93060061G.html
0062G;SEQ93060062G;Rôle des architectes des Bâtiments de France;Égu;André;M.;Ille-et-Vilaine;UC;;1993-06-18;Culture;Culture;;http://www.senat.fr/questions/base/1993/qSEQ93060062G.html
0063G;SEQ93060063G;Difficultés de l'agriculture dans les marais de la Région Poitou-Charentes;Doublet;Michel;M.;Charente-Maritime;RPR;;1993-06-18;Agriculture;Aménagement du territoire;;http://www.senat.fr/questions/base/1993/qSEQ93060063G.html
0064G;SEQ93060064G;Attaques visant les magistrats d'une cour régionale des comptes;Dreyfus-Schmidt;Michel;M.;Territoire de Belfort;SOC;;1993-06-18;Premier ministre;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93060064G.html
0065G;SEQ93060065G;Remboursement de la TVA aux communes;César;Gérard;M.;Gironde;RPR;;1993-06-18;Aménagement du territoire;Aménagement du territoire;;http://www.senat.fr/questions/base/1993/qSEQ93060065G.html
0066G;SEQ93060066G;Indemnisation des victimes des catastrophes naturelles;Collin;Yvon;M.;Tarn-et-Garonne;R.D.E.;;1993-06-18;Intérieur;Aménagement du territoire;;http://www.senat.fr/questions/base/1993/qSEQ93060066G.html
0067G;SEQ93060067G;Répartition de la dotation de développement rural;Althapé;Louis;M.;Pyrénées-Atlantiques;RPR;;1993-06-18;Aménagement du territoire;Aménagement du territoire;;http://www.senat.fr/questions/base/1993/qSEQ93060067G.html
0068G;SEQ93060068G;Production ovine;Laurent;Bernard;M.;Aube;UC;;1993-06-18;Agriculture;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93060068G.html
0069G;SEQ93100069G;Assassinat de deux Français en Algérie;Lesbros;Marcel;M.;Hautes-Alpes;UC;;1993-10-08;Affaires étrangères;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93100069G.html
0070G;SEQ93100070G;Inscriptions dans les universités;Maman;André;M.;Français établis hors de France;NI;;1993-10-08;Enseignement supérieur;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93100070G.html
0071G;SEQ93100071G;Inquiétudes des personnels du Groupe Air-France;Cartigny;Ernest;M.;Seine-Saint-Denis;R.D.E.;;1993-10-08;Équipement;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93100071G.html
0072G;SEQ93100072G;Partenariat Etat-collectivités locales;Delevoye;Jean-Paul;M.;Pas-de-Calais;RPR;;1993-10-08;Budget;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93100072G.html
0073G;SEQ93100073G;Baisse du pouvoir d'achat des ménages;Courteau;Roland;M.;Aude;SOC;;1993-10-08;Économie;Économie;;http://www.senat.fr/questions/base/1993/qSEQ93100073G.html
0074G;SEQ93100074G;Lutte contre le chômage;Luc;Hélène;Mme;Val-de-Marne;C;;1993-10-08;Premier ministre;Travail;;http://www.senat.fr/questions/base/1993/qSEQ93100074G.html
0075G;SEQ93100075G;Taxe sur les bureaux en Ile-de-France;Clouet;Jean;M.;Val-de-Marne;RI;;1993-10-08;Budget;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93100075G.html
0076G;SEQ93100076G;Situation de l'emploi et délocalisations;Huchon;Jean;M.;Maine-et-Loire;UC;;1993-10-08;Industrie;Industrie;;http://www.senat.fr/questions/base/1993/qSEQ93100076G.html
0077G;SEQ93100077G;Plan triennal de développement du Tarn;Brives;Louis;M.;Tarn;R.D.E.;;1993-10-08;Industrie;Industrie;;http://www.senat.fr/questions/base/1993/qSEQ93100077G.html
0078G;SEQ93100078G;Aide de la France à la Russie;Chaumont;Jacques;M.;Sarthe;RPR;;1993-10-08;Affaires étrangères;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93100078G.html
0079G;SEQ93100079G;Mission des Etats-Unis en Somalie;Bernard;Roland;M.;Rhône;SOC;;1993-10-08;Affaires étrangères;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93100079G.html
0080G;SEQ93100080G;Politique salariale en faveur de la relance;Beaudeau;Marie-Claude;Mme;Val-d'Oise;C;;1993-10-08;Premier ministre;Économie;;http://www.senat.fr/questions/base/1993/qSEQ93100080G.html
0081G;SEQ93100081G;Réforme de la dotation globale de fonctionnement;Mathieu;Serge;M.;Rhône;RI;;1993-10-08;Budget;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93100081G.html
0082G;SEQ93100082G;Restitution à des Etats étrangers d'éléments de patrimoine;Huriet;Claude;M.;Meurthe-et-Moselle;UC;;1993-10-08;Culture;Culture;;http://www.senat.fr/questions/base/1993/qSEQ93100082G.html
0083G;SEQ93100083G;Evolution de la situation en Somalie;d'Ornano;Paul;M.;Français établis hors de France;RPR;;1993-10-08;Affaires étrangères;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93100083G.html
0084G;SEQ93100084G;Situation des finances locales;Régnault;René;M.;Côtes-d'Armor;SOC;;1993-10-08;Budget;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93100084G.html
0085G;SEQ93100085G;Politique de coopération de la France;Bourdin;Joël;M.;Eure;RI;;1993-10-08;Coopération;Coopération;;http://www.senat.fr/questions/base/1993/qSEQ93100085G.html
0086G;SEQ93100086G;Volet agricole du GATT;Robert;Guy;M.;Vienne;UC;;1993-10-08;Industrie;Industrie;;http://www.senat.fr/questions/base/1993/qSEQ93100086G.html
0087G;SEQ93100087G;Politique de la France après l'accord Israël-OLP;Goulet;Daniel;M.;Orne;RPR;;1993-10-08;Affaires européennes;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93100087G.html
0088G;SEQ93100088G;Baisse des taux d'intérêt et renégociations des prêts;Loridant;Paul;M.;Essonne;SOC;;1993-10-08;Économie;Économie;;http://www.senat.fr/questions/base/1993/qSEQ93100088G.html
0089G;SEQ93100089G;Négociations du GATT;François;Philippe;M.;Seine-et-Marne;RPR;;1993-10-08;Affaires européennes;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93100089G.html
0090G;SEQ93100090G;Anciens combattants d'Afrique du Nord;Gerbaud;François;M.;Indre;RPR;;1993-10-08;Anciens combattants;Anciens combattants;;http://www.senat.fr/questions/base/1993/qSEQ93100090G.html
0091G;SEQ93100091G;Contrats emploi-solidarité;Fatous;Léon;M.;Pas-de-Calais;SOC;;1993-10-08;Travail;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93100091G.html
0092G;SEQ93110092G;Contenu des programmes d'instruction civique;Türk;Alex;M.;Nord;NI;;1993-11-19;Éducation;Éducation;;http://www.senat.fr/questions/base/1993/qSEQ93110092G.html
0093G;SEQ93110093G;Réforme de la dotation globale de fonctionnement;Lesein;François;M.;Aisne;R.D.E.;;1993-11-19;Aménagement du territoire;Aménagement du territoire;;http://www.senat.fr/questions/base/1993/qSEQ93110093G.html
0094G;SEQ93110094G;Conséquence de l'accord de libre-échange Nord-américain pour la négociation du GATT;François;Philippe;M.;Seine-et-Marne;RPR;;1993-11-19;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93110094G.html
0095G;SEQ93110095G;Situation de l'industrie de l'aluminium;Durrieu;Josette;Mme;Hautes-Pyrénées;SOC;;1993-11-19;Industrie;Premier ministre;;http://www.senat.fr/questions/base/1993/qSEQ93110095G.html
0096G;SEQ93110096G;Problèmes de l'enseignement supérieur;Bidard-Reydet;Danielle;Mme;Seine-Saint-Denis;C;;1993-11-19;Enseignement supérieur;Enseignement supérieur;;http://www.senat.fr/questions/base/1993/qSEQ93110096G.html
0097G;SEQ93110097G;Fonctionnement du fonds d'action sociale pour les travailleurs immigrés et leurs familles;Poniatowski;Michel;M.;Val-d'Oise;RI;;1993-11-19;Affaires sociales;Santé;;http://www.senat.fr/questions/base/1993/qSEQ93110097G.html
0098G;SEQ93110098G;Ratification de l'accord de libre-échange Nord-américain;de Villepin;Xavier;M.;Français établis hors de France;UC;;1993-11-19;Affaires étrangères;Action humanitaire;;http://www.senat.fr/questions/base/1993/qSEQ93110098G.html
0099G;SEQ93110099G;Contrat de plan Etat - région Limousin;Mouly;Georges;M.;Corrèze;R.D.E.;;1993-11-19;Aménagement du territoire;Aménagement du territoire;;http://www.senat.fr/questions/base/1993/qSEQ93110099G.html
0100G;SEQ93110100G;Mesures à prendre en matière de sécurité routière;Robert;Jean-Jacques;M.;Essonne;RPR;;1993-11-19;Équipement;Équipement;;http://www.senat.fr/questions/base/1993/qSEQ93110100G.html
0101G;SEQ93110101G;Suppression éventuelle de la commémoration du 8 mai 1945;Delfau;Gérard;M.;Hérault;SOC;;1993-11-19;Anciens combattants;Anciens combattants;;http://www.senat.fr/questions/base/1993/qSEQ93110101G.html
0102G;SEQ93110102G;Transports routiers de marchandises;Leyzour;Félix;M.;Côtes-d'Armor;C;;1993-11-19;Équipement;Équipement;;http://www.senat.fr/questions/base/1993/qSEQ93110102G.html
0103G;SEQ93110103G;Avenir du régime de retraite des mineurs;Nachbar;Philippe;M.;Meurthe-et-Moselle;RI;;1993-11-19;Affaires sociales;Santé;;http://www.senat.fr/questions/base/1993/qSEQ93110103G.html
0104G;SEQ93110104G;Charte européenne des langues régionales;Goetschy;Henri;M.;Haut-Rhin;UC;;1993-11-19;Affaires étrangères;Action humanitaire;;http://www.senat.fr/questions/base/1993/qSEQ93110104G.html
0105G;SEQ93110105G;Inondations en Camargue;Camoin;Jean-Pierre;M.;Bouches-du-Rhône;RPR;;1993-11-19;Intérieur;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93110105G.html
0106G;SEQ93110106G;Travail de nuit dans les hôpitaux;Bergé-Lavigne;Maryse;Mme;Haute-Garonne;SOC;;1993-11-19;Santé;Santé;;http://www.senat.fr/questions/base/1993/qSEQ93110106G.html
0107G;SEQ93110107G;Simplification des formalités administratives;Bonnet;Christian;M.;Morbihan;RI;;1993-11-19;Entreprises;Entreprises;;http://www.senat.fr/questions/base/1993/qSEQ93110107G.html
0108G;SEQ93110108G;Suppression de la prime de première affectation dans le département de la Seine maritime;Piat;Robert;M.;Seine-et-Marne;UC;;1993-11-19;Éducation;Éducation;;http://www.senat.fr/questions/base/1993/qSEQ93110108G.html
0109G;SEQ93110109G;Lutte contre le terrorisme;Calmejane;Robert;M.;Seine-Saint-Denis;RPR;;1993-11-19;Intérieur;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93110109G.html
0110G;SEQ93110110G;Principes de réforme de l'enseignement supérieur;Mélenchon;Jean-Luc;M.;Essonne;SOC;;1993-11-19;Enseignement supérieur;Enseignement supérieur;;http://www.senat.fr/questions/base/1993/qSEQ93110110G.html
0111G;SEQ93110111G;Aménagement du territoire dans le département de l'Indre;Bernardet;Daniel;M.;Indre;UC;;1993-11-19;Équipement;Équipement;;http://www.senat.fr/questions/base/1993/qSEQ93110111G.html
0112G;SEQ93110112G;Réforme des cotisations sociales agricoles;Doublet;Michel;M.;Charente-Maritime;RPR;;1993-11-19;Agriculture;Agriculture;;http://www.senat.fr/questions/base/1993/qSEQ93110112G.html
0113G;SEQ93110113G;Plan de restructuration de Bull;Bernardet;Daniel;M.;Indre;UC;;1993-11-19;Entreprises;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93110113G.html
0114G;SEQ93120114G;Exception culturelle;Vallet;André;M.;Bouches-du-Rhône;R.D.E.;;1993-12-17;Culture;Culture;;http://www.senat.fr/questions/base/1993/qSEQ93120114G.html
0115G;SEQ93120115G;Sauvegarde de l'industrie textile française;Poncelet;Christian;M.;Vosges;RPR;;1993-12-17;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93120115G.html
0116G;SEQ93120116G;Avenir du groupe Vet-France;Demerliat;Jean-Pierre;M.;Haute-Vienne;SOC;;1993-12-17;Entreprises;Entreprises;;http://www.senat.fr/questions/base/1993/qSEQ93120116G.html
0117G;SEQ93120117G;Demande de référendum sur l'accord du GATT;Luc;Hélène;Mme;Val-de-Marne;C;;1993-12-17;Premier ministre;Premier ministre;;http://www.senat.fr/questions/base/1993/qSEQ93120117G.html
0118G;SEQ93120118G;Volet agricole du GATT;du Luart;Roland;M.;Sarthe;RI;;1993-12-17;Affaires européennes;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93120118G.html
0119G;SEQ93120119G;Moyens d'action de la Communauté contre la concurrence déloyale;Richert;Philippe;M.;Bas-Rhin;UC;;1993-12-17;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93120119G.html
0120G;SEQ93120120G;Présence française à l'étranger;Durand-Chastel;Hubert;M.;Français établis hors de France;NI;;1993-12-17;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93120120G.html
0121G;SEQ93120121G;Industrie pharmaceutique européenne;Lesein;François;M.;Aisne;R.D.E.;;1993-12-17;Affaires sociales;Entreprises;;http://www.senat.fr/questions/base/1993/qSEQ93120121G.html
0122G;SEQ93120122G;Ouverture des marchés financiers;Lanier;Lucien;M.;Val-de-Marne;RPR;;1993-12-17;Économie;Économie;;http://www.senat.fr/questions/base/1993/qSEQ93120122G.html
0123G;SEQ93120123G;Gestion de la SNCF et de son réseau;Bony;Marcel;M.;Puy-de-Dôme;SOC;;1993-12-17;Équipement;Équipement;;http://www.senat.fr/questions/base/1993/qSEQ93120123G.html
0124G;SEQ93120124G;Besoins de l'enseignement public;Vizet;Robert;M.;Essonne;C;;1993-12-17;Éducation;Éducation;;http://www.senat.fr/questions/base/1993/qSEQ93120124G.html
0125G;SEQ93120125G;Danger des centrales nucléaires dans les pays de l'ex-URSS;Poniatowski;Michel;M.;Val-d'Oise;RI;;1993-12-17;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93120125G.html
0126G;SEQ93120126G;Avenir de l'agriculture française après l'accord du GATT;Herment;Rémi;M.;Meuse;UC;;1993-12-17;Agriculture;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93120126G.html
0127G;SEQ93120127G;Place du Tiers Monde dans l'accord du GATT;Hugot;Jean-Paul;M.;Maine-et-Loire;RPR;;1993-12-17;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93120127G.html
0128G;SEQ93120128G;Lutte contre les pratiques déloyales en matière de construction navale;Dieulangard;Marie-Madeleine;Mme;Loire-Atlantique;SOC;;1993-12-17;Équipement;Équipement;;http://www.senat.fr/questions/base/1993/qSEQ93120128G.html
0129G;SEQ93120129G;Place de l'audiovisuel dans l'accord du GATT;Dupont;Ambroise;M.;Calvados;RI;;1993-12-17;Communication;Affaires étrangères;;http://www.senat.fr/questions/base/1993/qSEQ93120129G.html
0130G;SEQ93120130G;Politique agricole commune;Daunay;Marcel;M.;Ille-et-Vilaine;UC;;1993-12-17;Affaires européennes;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93120130G.html
0131G;SEQ93120131G;Défense des intérêts agricoles européens;François;Philippe;M.;Seine-et-Marne;RPR;;1993-12-17;Affaires européennes;Affaires européennes;;http://www.senat.fr/questions/base/1993/qSEQ93120131G.html
0132G;SEQ93120132G;Contradictions de la politique française en Afrique;Cerisier-ben Guiga;Monique;Mme;Français établis hors de France;SOC;;1993-12-17;Coopération;Relations avec le Sénat;;http://www.senat.fr/questions/base/1993/qSEQ93120132G.html
0133G;SEQ93120133G;Problèmes du petit commerce;Moinard;Louis;M.;Vendée;UC;;1993-12-17;Entreprises;Entreprises;;http://www.senat.fr/questions/base/1993/qSEQ93120133G.html
0134G;SEQ93120134G;Ouverture du commerce maritime mondial;de Rohan;Josselin;M.;Morbihan;RPR;;1993-12-17;Équipement;Équipement;;http://www.senat.fr/questions/base/1993/qSEQ93120134G.html
0001G;SEQ94040001G;Sécurité dans les établissements scolaires;Hamel;Emmanuel;M.;Rhône;RPR;;1994-04-15;Éducation;Éducation;;http://www.senat.fr/questions/base/1994/qSEQ94040001G.html
0002G;SEQ94040002G;Situation en Algérie;Estier;Claude;M.;Paris;SOC;;1994-04-15;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1994/qSEQ94040002G.html
0003G;SEQ94040003G;Emploi des jeunes;Luc;Hélène;Mme;Val-de-Marne;C;;1994-04-15;Travail;Travail;;http://www.senat.fr/questions/base/1994/qSEQ94040003G.html
0004G;SEQ94040004G;Définition du logement social;Clouet;Jean;M.;Val-de-Marne;RI;;1994-04-15;Logement;Logement;;http://www.senat.fr/questions/base/1994/qSEQ94040004G.html
0005G;SEQ94040005G;Application de la loi sur le littoral;Arzel;Alphonse;M.;Finistère;UC;;1994-04-15;Équipement;Équipement;;http://www.senat.fr/questions/base/1994/qSEQ94040005G.html
0006G;SEQ94040006G;Mode de répartition des fonds structurels européens;Adnot;Philippe;M.;Aube;NI;;1994-04-15;Intérieur;Aménagement du territoire;;http://www.senat.fr/questions/base/1994/qSEQ94040006G.html
0007G;SEQ94040007G;Recapitalisation de la compagnie Air France;Cartigny;Ernest;M.;Seine-Saint-Denis;R.D.E.;;1994-04-15;Équipement;Équipement;;http://www.senat.fr/questions/base/1994/qSEQ94040007G.html
0008G;SEQ94040008G;Conférence ministérielle du GATT à Marrakech;Chaumont;Jacques;M.;Sarthe;RPR;;1994-04-15;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1994/qSEQ94040008G.html
0009G;SEQ94040009G;GATT: agriculture, clause sociale et défense commerciale;Miquel;Gérard;M.;Lot;SOC;;1994-04-15;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1994/qSEQ94040009G.html
0010G;SEQ94040010G;Lutte contre le SIDA;Fraysse-Cazalis;Jacqueline;Mme;Hauts-de-Seine;C;;1994-04-15;Santé;Santé;;http://www.senat.fr/questions/base/1994/qSEQ94040010G.html
0011G;SEQ94040011G;Situation de la pêche artisanale;Bonnet;Christian;M.;Morbihan;RI;;1994-04-15;Agriculture;Relations avec le Sénat;;http://www.senat.fr/questions/base/1994/qSEQ94040011G.html
0012G;SEQ94040012G;Dévaluation du franc CFA;de Villepin;Xavier;M.;Français établis hors de France;UC;;1994-04-15;Coopération;Coopération;;http://www.senat.fr/questions/base/1994/qSEQ94040012G.html
0013G;SEQ94040013G;Marché communautaire de l'ail;Roger;Jean;M.;Tarn-et-Garonne;R.D.E.;;1994-04-15;Agriculture;Relations avec le Sénat;;http://www.senat.fr/questions/base/1994/qSEQ94040013G.html
0014G;SEQ94040014G;Relations avec le Liban;Larcher;Gérard;M.;Yvelines;RPR;;1994-04-15;Affaires étrangères;Affaires étrangères;;http://www.senat.fr/questions/base/1994/qSEQ94040014G.html
0015G;SEQ94040015G;Place du charbon dans la politique énergétique de la France;Metzinger;Charles;M.;Moselle;SOC;;1994-04-15;Industrie;Relations avec le Sénat;;http://www.senat.fr/questions/base/1994/qSEQ94040015G.html
0016G;SEQ94040016G;France Télécom en milieu rural;Revol;Henri;M.;Côte-d'Or;RI;;1994-04-15;Industrie;Aménagement du territoire;;http://www.senat.fr/questions/base/1994/qSEQ94040016G.html
0017G;SEQ94040017G;Réhabilitation de la RN43 dans le département de Meurthe-et-Moselle;Bernadaux;Jean;M.;Meurthe-et-Moselle;UC;;1994-04-15;Équipement;Relations avec le Sénat;;http://www.senat.fr/questions/base/1994/qSEQ94040017G.html
0018G;SEQ94040018G;Opération Sidaction;Chérioux;Jean;M.;Paris;RPR;;1994-04-15;Santé;Santé;;http://www.senat.fr/questions/base/1994/qSEQ94040018G.html
0019G;SEQ94040019G;Inscription des ressortissants de l'Union européenne sur les listes électorales;Seligmann;Francoise;Mme;Hauts-de-Seine;SOC;;1994-04-15;Intérieur;Affaires européennes;;http://www.senat.fr/questions/base/1994/qSEQ94040019G.html
0020G;SEQ94040020G;Assainissement dans les zones rurales;Caron;Paul;M.;Seine-Maritime;UC;;1994-04-15;Aménagement du territoire;Aménagement du territoire;;http://www.senat.fr/questions/base/1994/qSEQ94040020G.html
0021G;SEQ94040021G;Rapatriés des Nouvelles-Hébrides et d'Indochine installés en Nouvelle-Calédonie;Loueckhote;Simon;M.;Nouvelle-Calédonie;RPR;;1994-04-15;Relations avec le Sénat;Relations avec le Sénat;;http://www.senat.fr/questions/base/1994/qSEQ94040021G.html
0001G;SEQ94050001G;Contrat pour l'école;Raoult;Paul;M.;Nord;SOC;;1994-05-20;Éducation;Éducation;;http://www.senat.fr/questions/base/1994/qSEQ94050001G.html
