REF,ETUD,LOCA,REG,DPT,COM,INSEE,TICO,ADRS,STAT,AFFE,PPRO,DPRO,AUTR,SCLE,,,,,,,,,,,,,,,,,,,,,
PA00082876,recensement immeubles MH,Aquitaine , Dordogne , Saint-Michel-de-Montaigne,Aquitaine,24,Saint-Michel-de-Montaigne,24466,Château de Montaigne,,propriété d'une personne privée,,"Le bâtiment dénommé Tour de la librairie du château de Montaigne comprenant une grosse tour ronde, une petite tour ronde et un corps de logis carré, ainsi que la terrasse attenante et la balustrade qui borde cette dernière : classement par arrêté du 28 mars 1952 - Le château, sa cour et les bâtiments qui la ferment, l'ancien moulin, les parcelles du parc entourant le château avec ses murs et terrasses, le portail du jardin et l'allée menant au village, en totalité (cad. AD 91, 93, 96 "," AI 181, 183) : inscription par arrêté du 29 octobre 2009",1952/03/28 : classé MH , 2009/10/29 : inscrit MH,,16e siècle , 17e siècle,,,,,,,,,,,,,,,,
PA00082875,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Médard-d'Excideuil,Aquitaine,24,Saint-Médard-d'Excideuil,24463,Tour des Charreaux,,propriété d'une personne privée,,Tour des Charreaux : inscription par arrêté du 6 décembre 1948,1948/12/06 : inscrit MH,,Moyen Age,,,,,,,,,,,,,,,,,,,
PA00082874,recensement immeubles MH,Aquitaine , Dordogne , Saint-Médard-de-Mussidan,Aquitaine,24,Saint-Médard-de-Mussidan,24462,Château de Longua,,propriété d'une personne privée,,"Le château et ses dépendances, en totalité (cad. E 156) : inscription par arrêté du 2 janvier 2002 - Le parc du château, en totalité (cad. E 151, 512, 181, 397, 458, 456, 453, 394, 393, 395, 178, 391, 450, 447, 390, 389, 467) : inscription par arrêté du 9 mars 2004",2002/01/02 : inscrit MH , 2004/03/09 : inscrit MH,Bülher (architecte paysagiste),1er quart 19e siècle,,,,,,,,,,,,,,,,,,
PA00082873,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Méard-de-Gurçon,Aquitaine,24,Saint-Méard-de-Gurçon,24461,Eglise,,propriété de la commune,,Eglise (cad. AY 88) : inscription par arrêté du 25 février 1974,1974/02/25 : inscrit MH,,15e siècle , 16e siècle,,,,,,,,,,,,,,,,,,
PA00082872,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Martin-le-Pin,Aquitaine,24,Saint-Martin-le-Pin,24458,Eglise Saint-Martin,,propriété de la commune,,Les façades et toitures : inscription par arrêté du 4 décembre 1942,1942/12/04 : inscrit MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082871,recensement immeubles MH,Aquitaine , Dordogne , Saint-Martin-de-Gurson,Aquitaine,24,Saint-Martin-de-Gurson,24454,Eglise Saint-Martin£,,propriété de la commune,,L'église : classement par arrêté du 11 décembre 1912,1912/12/11 : classé MH,,12e siècle , 17e siècle,,,,,,,,,,,,,,,,,,
PA00082870,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Martin-l'Astier,Aquitaine,24,Saint-Martin-l'Astier,24457,Eglise,,propriété de la commune,,Eglise : inscription par arrêté du 6 décembre 1948,1948/12/06 : inscrit MH,,Moyen Age,,,,,,,,,,,,,,,,,,,
PA00082869,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Martial-Viveyrol,Aquitaine,24,Saint-Martial-Viveyrol,24452,Eglise,,propriété de la commune,,Eglise : inscription par arrêté du 9 juin 1926,1926/06/09 : inscrit MH,,12e siècle , 13e siècle,,,,,,,,,,,,,,,,,,
PA00082868,recensement immeubles MH,Aquitaine , Dordogne , Saint-Aubin-de-Nabirat,Aquitaine,24,Saint-Aubin-de-Nabirat,24375,Château du Repaire,,propriété d'une société privée,,"Le château en totalité avec ses ailes, tours, courtines, fossés (cad. B 732) et sa terrasse nord (cad. B 731) : inscription par arrêté du 19 septembre 2003",2003/09/19 : inscrit MH,,4e quart 16e siècle , 17e siècle,,,,,,,,,,,,,,,,,,
PA00082867,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Martial-de-Valette,Aquitaine,24,Saint-Martial-de-Valette,24451,Eglise Saint-Martial,,propriété de la commune,,Façade Ouest : inscription par arrêté du 4 décembre 1942,1942/12/04 : inscrit MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082866,recensement immeubles MH,Aquitaine , Dordogne , Sainte-Marie-de-Chignac,Aquitaine,24,Sainte-Marie-de-Chignac,24447,Eglise Notre-Dame de l'Assomption,,propriété de la commune,,L'église en totalité (cad. A 348) : classement par arrêté du 17 novembre 2003,2003/11/17 : classé MH,,12e siècle , 14e siècle , 16e siècle,,,,,,,,,,,,,,,,,
PA00082865,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Marcory,Aquitaine,24,Saint-Marcory,24446,Eglise Saint-Marcory,,propriété de la commune,,Eglise (cad. A 836) : inscription par arrêté du 25 février 1974,1974/02/25 : inscrit MH,,12e siècle , 13e siècle,,,,,,,,,,,,,,,,,,
PA00082864,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Manoir de la Salle et prieuré attenant,,propriété d'une personne privée,,Prieuré attenant : inscription par arrêté du 17 novembre 1941 , Façades et toitures du manoir (cad. B 164 2A 65) : classement par arrêté du 21 mai 1957,1941/11/17 : inscrit MH , 1957/05/21 : classé MH,,15e siècle,,,,,,,,,,,,,,,,,
PA00082863,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Gisement préhistorique de La Rochette,,propriété d'une personne privée,,Gisement préhistorique de La Rochette : classement par décret du 12 mai 1932,1932/05/12 : classé MH,,Préhistoire , Paléolithique moyen , Paléolithique supérieur,,,,,,,,,,,,,,,,,
PA00082862,recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Gisement préhistorique du Moustier,,propriété de l'Etat,affecté au ministère chargé de la culture , affecté à la direction générale des patrimoines,Le gisement préhistorique : classement par arrêté du 15 mars 1932,1932/03/15 : classé MH,,Préhistoire , Paléolithique moyen , Paléolithique supérieur,,,,,,,,,,,,,,,,
PA00082861,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Gisement de la Rochette,,propriété de l'état,affecté au ministère chargé de la culture , direction du patrimoine,Gisement : classement par arrêté du 15 mars 1912,1912/03/15 : classé MH,,Préhistoire,,,,,,,,,,,,,,,,,,
PA00082860,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Eglise Saint-Léonce,,propriété de la commune,,Eglise : classement par arrêté du 28 mai 1942,1942/05/28 : classé MH,,12e siècle , 17e siècle , 18e siècle,,,,,,,,,,,,,,,,,
PA00082859,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Cimetière,,propriété de la commune,,"Cimetière avec sa chapelle, les deux pierres tombales devant la croix du cimetière et les enfeux disposés contre la clôture ", murs de clôture et porte , arbre à l'intérieur de l'enclos (compris) : classement par arrêté du 27 mars 1942,1942/03/27 : classé MH,,12e siècle , 15e siècle,,,,,,,,,,,,,,,,
PA00082858,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Chemin vicinal,allant du Moustier au Sol,propriété de l'état,,"Partie du chemin formant limite entre les communes de Saint-Léon-sur-Vezère et de Peyzac-le-Moustier, en bordure de la basse terrasse du Moustier : classement par arrêté du 6 octobre 1931",1931/10/06 : classé MH,,,,,,,,,,,,,,,,,,,,,
PA00082857,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Léon-sur-Vézère,Aquitaine,24,Saint-Léon-sur-Vézère,24443,Château de Chaban,,propriété d'une société privée,,Les façades et les toitures (cad. AP 22) : inscription par arrêté du 17 février 1972,1972/02/17 : inscrit MH,,13e siècle , 15e siècle , 16e siècle,,,,,,,,,,,,,,,,,
PA00082856,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Laurent-sur-Manoire,Aquitaine,24,Saint-Laurent-sur-Manoire,24439,Eglise,,Propriété de la commune,,Eglise (cad. A 80) : inscription par arrêté du 1er septembre 1986,1986/09/01 : inscrit MH,,12e siècle , 16e siècle , 17e siècle,,,,,,,,,,,,,,,,,
PA00082855,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Laurent-la-Vallée,Aquitaine,24,Saint-Laurent-la-Vallée,24438,Eglise,,propriété de la commune,,Portail (cad. AL 48) : inscription par arrêté du 21 octobre 1970,1970/10/21 : inscrit MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082854,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Laurent-des-Hommes,Aquitaine,24,Saint-Laurent-des-Hommes,24436,Maison,Eglise (place de l'),propriété d'une personne privée,,"Maison avec galerie en bois (cad. E 91, 92) : inscription par arrêté du 27 septembre 1948",1948/09/27 : inscrit MH,,16e siècle , 17e siècle,,,,,,,,,,,,,,,,,,
PA00082853,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Laurent-des-Bâtons,Aquitaine,24,Saint-Laurent-des-Bâtons,24435,Château de Saint-Maurice,,propriété d'une personne privée,,Les façades et les toitures (cad. E 93) : inscription par arrêté du 22 mai 1974,1974/05/22 : inscrit MH,,15e siècle , 16e siècle,,,,,,,,,,,,,,,,,,
PA00082852,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Just,Aquitaine,24,Saint-Just,24434,Eglise,,propriété de la commune,,Eglise : inscription par arrêté du 9 juin 1926,1926/06/09 : inscrit MH,,12e siècle , 15e siècle,,,,,,,,,,,,,,,,,,
PA00082851,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Just,Aquitaine,24,Saint-Just,24434,Château de Narbonne,,propriété d'une personne privée,,Donjon : inscription par arrêté du 12 octobre 1948,1948/10/12 : inscrit MH,,16e siècle , 17e siècle,,,,,,,,,,,,,,,,,,
PA00082850,recensement immeubles MH,Aquitaine , Dordogne , Saint-Julien-de-Lampon,Aquitaine,24,Saint-Julien-de-Lampon,24432,Eglise Saint-Julien,,propriété de la commune,,Le choeur : inscription par arrêté du 8 mars 1947 - L'église en totalité (cad. C 159) : inscription par arrêté du 15 septembre 1993,1947/03/08 : inscrit MH , 1993/09/15 : inscrit MH,,15e siècle,,,,,,,,,,,,,,,,,,
PA00082849,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Jory-las-Bloux,Aquitaine,24,Saint-Jory-las-Bloux,24429,Eglise Saint-Georges,,propriété de la commune,,Eglise (cad. A 220) : inscription par arrêté du 10 juillet 1961,1961/07/10 : inscrit MH,,13e siècle,,,,,,,,,,,,,,,,,,,
PA00082848,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Jean-d'Eyraud,Aquitaine,24,Saint-Jean-d'Eyraud,24427,Eglise Saint-Jean-Baptiste,,propriété de la commune,,Eglise de Saint-Jean-d'Eyraud : inscription par arrêté du 5 octobre 1946,1946/10/05 : inscrit MH,,12e siècle , 13e siècle , 14e siècle,,,,,,,,,,,,,,,,,
PA00082847,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Jean-de-Côle,Aquitaine,24,Saint-Jean-de-Côle,24425,Vieux Pont,sur la Côle,propriété de la commune,,Vieux Pont sur la Côle : inscription par arrêté du 16 juillet 1925,1925/07/16 : inscrit MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082846,recensement immeubles MH,Aquitaine , Dordogne , Saint-Jean-de-Côle,Aquitaine,24,Saint-Jean-de-Côle,24425,Eglise Saint-Jean-Baptiste£,,propriété de la commune,,L'église : classement par liste de 1862,1862 : classé MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082845,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Jean-de-Côle,Aquitaine,24,Saint-Jean-de-Côle,24425,Château de la Marthonye,,propriété d'une personne privée,,Château de la Marthonye : classement par décret du 9 octobre 1943,1943/10/09 : classé MH,,14e siècle , 15e siècle , 16e siècle , 18e siècle,,,,,,,,,,,,,,,,
PA00082844,recensement immeubles MH,Aquitaine , Dordogne , Saint-Jean-de-Côle,Aquitaine,24,Saint-Jean-de-Côle,24425,Ancien prieuré ou ancienne abbaye,Vieux-Pont (place du),propriété privée,,L'aile est comprenant la bibliothèque et une galerie de l'ancien cloître , l'aile sud comprenant la deuxième galerie subsistante du cloître , le sol de la cour intérieure (cad. B 493) , l'aile ouest (cad. B 480) , le jardin (cad. B 494) ," le mur de clôture du jardin, avec sa tour, mur mitoyen entre les parcelles B 494 et B 495 : inscription par arrêté du 25 juillet 2002 - La bibliothèque située au rez-de-chaussée de l'aile est (cad. B 493) : classement par arrêté du 17 février 2003 - Le moulin et son bief, la maison du meunier et les dépendances ouest (dont une grange) (cad. B 476 : moulin, 475 : bief, 477 : partie nord de la maison du meunier, 478 : partie sud de la maison du meunier, 476 et 493 : dépendances) : inscription par arrêté du 19 mars 2008",2002/07/25 : inscrit MH , 2003/02/17 : classé MH , 2008/03/19 : inscrit MH,,16e siècle , 17e siècle,,,,,,,,,,,
PA00082843,Recensement immeubles MH,Aquitaine , Dordogne , Sainte-Innocence,Aquitaine,24,Sainte-Innocence,24423,Eglise,,propriété de la commune,,Le clocher et le porche (cad. A 531) : inscription par arrêté du 27 septembre 1948,1948/09/27 : inscrit MH,,15e siècle , 16e siècle,,,,,,,,,,,,,,,,,,
PA00082842,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Hilaire-d'Estissac,Aquitaine,24,Saint-Hilaire-d'Estissac,24422,Eglise,,propriété de la commune,,Eglise (cad. A 336) : inscription par arrêté du 27 décembre 1973,1973/12/27 : inscrit MH,,12e siècle , 14e siècle , 17e siècle,,,,,,,,,,,,,,,,,
PA00082841,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Geyrac,Aquitaine,24,Saint-Geyrac,24421,Eglise Saint-Cyr,,propriété de la commune,,Eglise (cad. B 412) : inscription par arrêté du 15 janvier 1974,1974/01/15 : inscrit MH,,12e siècle , 14e siècle,,,,,,,,,,,,,,,,,,
PA00082840,recensement immeubles MH,Aquitaine , Dordogne , Saint-Georges-de-Montclard,Aquitaine,24,Saint-Georges-de-Montclard,24414,Manoir de la Beaureille,,propriété d'une société privée,,Les façades et les toitures (cad. C 176) : inscription par arrêté du 29 décembre 1978,1978/12/29 : inscrit MH,,16e siècle,,,,,,,,,,,,,,,,,,,
PA00082839,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Geniès,Aquitaine,24,Saint-Geniès,24412,Eglise Notre-Dame de l'Assomption,,propriété de la commune,,Eglise Notre-Dame : classement par arrêté du 24 août 1943,1943/08/24 : classé MH,,12e siècle , 15e siècle,,,,,,,,,,,,,,,,,,
PA00082838,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Geniès,Aquitaine,24,Saint-Geniès,24412,Ruines de l'ancien château,,propriété d'une personne privée,,Château (ruines) : inscription par arrêté du 2 mars 1925,1925/03/02 : inscrit MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082837,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Geniès,Aquitaine,24,Saint-Geniès,24412,Château,,propriété d'une personne privée,,Les façades et les toitures (cad. AN 105) : classement par arrêté du 16 mars 1976,1976/03/16 : classé MH,,13e siècle , 16e siècle,,,,,,,,,,,,,,,,,,
PA00082836,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Geniès,Aquitaine,24,Saint-Geniès,24412,Chapelle du cimetière dite chapelle du Cheylat,dans le cimetière,propriété de la commune,,Chapelle du cimetière dite chapelle du Cheylat : classement par arrêté du 31 août 1899,1899/08/31 : classé MH,,14e siècle,,,,,,,,,,,,,,,,,,,
PA00082835,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Front-sur-Nizonne,Aquitaine,24,Saint-Front-sur-Nizonne,24411,Eglise,,propriété de la commune,,Le porche et la souche du clocher : inscription par arrêté du 6 décembre 1948,1948/12/06 : inscrit MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082834,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Front-la-Rivière,Aquitaine,24,Saint-Front-la-Rivière,24410,Château Saulnier,,propriété d'une personne privée,,Les façades et les toitures (cad. C 13) : inscription par arrêté du 18 septembre 1969,1969/09/18 : inscrit MH,,13e siècle , 16e siècle,,,,,,,,,,,,,,,,,,
PA00082833,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Front-la-Rivière,Aquitaine,24,Saint-Front-la-Rivière,24410,Château de la Renaudie,,propriété d'une personne privée,,Château de la Renaudie (cad. C 1253) : inscription par arrêté du 3 octobre 1946,1946/10/03 : inscrit MH,,13e siècle , 14e siècle , 15e siècle , 16e siècle,,,,,,,,,,,,,,,,
PA00082832,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Front-la-Rivière,Aquitaine,24,Saint-Front-la-Rivière,24410,Château du Pommier,,propriété d'une personne privée,,Façades et toitures (cad. C 138) : inscription par arrêté du 4 décembre 1959,1959/12/04 : inscrit MH,,15e siècle , 17e siècle,,,,,,,,,,,,,,,,,,
PA00082831,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Front-de-Pradoux,Aquitaine,24,Saint-Front-de-Pradoux,24409,Ancien presbytère,,propriété de la commune,,"Les façades et les toitures (cad. B 677, 678) : inscription par arrêté du 4 février 1974",1974/02/04 : inscrit MH,,18e siècle,,,,,,,,,,,,,,,,,,,
PA00082830,Recensement immeubles MH,Aquitaine , Dordogne , Sainte-Foy-de-Longas,Aquitaine,24,Sainte-Foy-de-Longas,24407,Ruines du château de Longas,,propriété d'une personne privée,,Château de Longas (ruines) : inscription par arrêté du 6 décembre 1948,1948/12/06 : inscrit MH,,15e siècle,,,,,,,,,,,,,,,,,,,
PA00082829,Recensement immeubles MH,Aquitaine , Dordogne , Sainte-Foy-de-Belvès,Aquitaine,24,Sainte-Foy-de-Belvès,24406,Eglise Sainte-Foy-de-Belvès,,propriété de la commune,,Eglise (cad. B 513) : inscription par arrêté du 15 janvier 1974,1974/01/15 : inscrit MH,,12e siècle , 15e siècle,,,,,,,,,,,,,,,,,,
PA00082828,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Félix-de-Reillac-et-Mortemart,Aquitaine,24,Saint-Félix-de-Reillac-et-Mortemart,24404,Eglise et Presbytère de Mortemart,,propriété d'une personne privée , propriété de la commune,,"Façades et toitures (cad. AO 148, 149, 170, 171) : inscription par arrêté du 9 novembre 1984",1984/11/09 : inscrit MH,,13e siècle , 18e siècle,,,,,,,,,,,,,,,,,
PA00082827,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Estèphe,Aquitaine,24,Saint-Estèphe,24398,Restes du prieuré de Badeix,,propriété d'une personne privée,,Prieuré de Badeix (restes) : inscription par arrêté du 18 juin 1938,1938/06/18 : inscrit MH,,12e siècle,,,,,,,,,,,,,,,,,,,
PA00082826,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Cyr-les-Champagnes,Aquitaine,24,Saint-Cyr-les-Champagnes,24397,Eglise Saint-Cyr-et-Sainte-Juliette,,propriété de la commune,,Eglise (cad. AB 63) : inscription par arrêté du 21 octobre 1970,1970/10/21 : inscrit MH,,11e siècle , 12e siècle , 17e siècle,,,,,,,,,,,,,,,,,
PA00082825,Recensement immeubles MH,Aquitaine , Dordogne , Saint-Cyprien,Aquitaine,24,Saint-Cyprien,24396,Presbytère,,propriété de la commune,,Les façades et les toitures (cad. AB 278) : inscription par arrêté du 16 juin 1965,1965/06/16 : inscrit MH,,16e siècle,,,,,,,,,,,,,,,,,,,
PA00082824,recensement immeubles MH,Aquitaine , Dordogne , Saint-Cyprien,Aquitaine,24,Saint-Cyprien,24396,Château,,propriété d'une personne privée,,"Le château (anciennement appelé Maison) du 18e siècle : inscription par arrêté du 22 août 1949 - Le parc du château en totalité, avec ses terrasses et sa pièce d'eau (cad. AB 709, 535 à 537, 620, 616, 618 ", G 325) : inscription par arrêté du 20 décembre 2002,1949/08/22 : inscrit MH , 2002/12/20 : inscrit MH,André Edouard (architecte paysagiste),18e siècle , 1er quart 20e siècle,,,,,,,,,,,,,,,,
