OBJECTID_12,IDMC,JOUR,HEURE,SOURCE,RD,PR,INSEE,COMMUNE,COM1,COM2,COM3,COM4,ACTION,INONDES,INTERVENTI,ROUVERTE,TOTAL,INSEETXT,NUMRD,PR1,ABS,B_geodb_oi,B_OBJECTID,B_ROUTE,B_PR,B_ABS,B_CUMUL,B_CLASSEME,B_RD,B_RD_PR,geodb_oid,OBJECTID,ROUTE,CUMUL,CLASSEMENT,RD_PR,OBJECTID_1,IDROUTE,GESTION,F_overlaps,F_predicate,DATETRAVAU,JOURTRAV,DATECOMPLE,IDMC2,DATEFIN
384,505,20160602000000.000,12h03,ATO,702,1,45154,Gidy,"	oui	",entre Gidy et Centre pénitencier chaussée inondée route barrée., , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45154,702,"	7",0, ,6096,45 D0702,7,0,7008,Catégorie 3,702,D702 PR7+0,2532, ,D702,980,Catégorie 3,D702 PR1+0,2532,45_D702,45 D0702,7,20160602120300,1203,20160602,1464861780000,505,1464899940000
385,32,20160531000000.000,10h30, ,627,1,45229,Nogent sur Vernisson,"au carrefour avec RD 627 route barrée sens Montargis/ Courtenay, déviation mise en place à partir de la Grande Halte P.R. 16 par RD 36, RD35 direction Chuelles et RD37 direction Courtenay. Circulation", , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45229,627,0,0, ,6012,45 D0627,0,0,0,Catégorie 3,627,D627 PR0+0,2531, ,D627,1000,Catégorie 3,D627 PR1+0,2531,45_D627,45 D0627,3,20160531103000,1030,20160531,1464683400000,32,1464899940000
386,32,20160531000000.000,10h30, ,617,2,45229,Nogent sur Vernisson,"au carrefour avec RD 627 route barrée sens Montargis/ Courtenay, déviation mise en place à partir de la Grande Halte P.R. 16 par RD 36, RD35 direction Chuelles et RD37 direction Courtenay. Circulation", , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45229,627,0,0, ,6012,45 D0627,0,0,0,Catégorie 3,627,D627 PR0+0,2527, ,D617,2001,Catégorie 4,D617 PR2+0,2527,45_D617,45 D0617,4,20160531103000,1030,20160531,1464683400000,32,1464899940000
387,32,20160531000000.000,10h30, ,617,2,45229,Nogent sur Vernisson,"au carrefour avec RD 627 route barrée sens Montargis/ Courtenay, déviation mise en place à partir de la Grande Halte P.R. 16 par RD 36, RD35 direction Chuelles et RD37 direction Courtenay. Circulation", , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45229,627,0,0, ,6012,45 D0627,0,0,0,Catégorie 3,627,D627 PR0+0,2527, ,D617,2001,Catégorie 4,D617 PR2+0,2527,45_D617,45 D0617,4,20160531103000,1030,20160531,1464683400000,32,1464899940000
388,502,20160602000000.000,12h03,ATO,502,2,45055,Bricy,"	oi",entre Huêtre et Bricy chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,502,"	0",0, ,5552,45 D0502,0,0,0,Catégorie 4,502,D502 PR0+0,2517, ,D502,1975,Catégorie 4,D502 PR2+0,2517,45_D502,45 D0502,3,20160602120300,1203,20160602,1464861780000,502,1464899940000
389,681,20160602000000.000,16h31,ATO,502,2,45055,Bricy,"	oui","	entre Huêtre et Bricy chaussée inondée route barrée", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,502,"	2",0, ,6687,45 D0502,2,0,1975,Catégorie 4,502,D502 PR2+0,2517, ,D502,1975,Catégorie 4,D502 PR2+0,2517,45_D502,45 D0502,3,20160602163100,1631,20160602,1464877860000,681,1464899940000
390,681,20160602000000.000,16h31,ATO,502,2,45055,Bricy,"	oui","	entre Huêtre et Bricy chaussée inondée route barrée", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,502,"	2",0, ,6687,45 D0502,2,0,1975,Catégorie 4,502,D502 PR2+0,2517, ,D502,1975,Catégorie 4,D502 PR2+0,2517,45_D502,45 D0502,3,20160602163100,1631,20160602,1464877860000,681,1464899940000
391,366,20160602000000.000,10h30,ATP,438,2,0, ,sec, , , , ,SEC, , ,/ SEC /   /,0,"438	",5,0, ,5881,45 D0438,5,0,5034,Catégorie 4,438,D438 PR5+0,2510, ,D438,2010,Catégorie 4,D438 PR2+0,2510,45_D438,45 D0438,5,20160602103000,1030,20160602,1464856200000,366,1464899940000
392,366,20160602000000.000,10h30,ATP,438,2,0, ,sec, , , , ,SEC, , ,/ SEC /   /,0,"438	",5,0, ,5881,45 D0438,5,0,5034,Catégorie 4,438,D438 PR5+0,2510, ,D438,2010,Catégorie 4,D438 PR2+0,2510,45_D438,45 D0438,5,20160602103000,1030,20160602,1464856200000,366,1464899940000
393,636,20160602000000.000,15h34,ATM,315,2,45091,Chevannes,- route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45091,315,"	9",0, ,5352,45 D0315,9,0,9015,Catégorie 4,315,D315 PR9+0,2483, ,D315,2003,Catégorie 4,D315 PR2+0,2483,45_D315,45 D0315,11,20160602153400,1534,20160602,1464874440000,636,1464899940000
394,636,20160602000000.000,15h34,ATM,315,2,45091,Chevannes,- route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45091,315,"	9",0, ,5352,45 D0315,9,0,9015,Catégorie 4,315,D315 PR9+0,2483, ,D315,2003,Catégorie 4,D315 PR2+0,2483,45_D315,45 D0315,11,20160602153400,1534,20160602,1464874440000,636,1464899940000
395,598,20160602000000.000,15h08,ATP,311,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,311,1,0, ,5022,45 D0311,1,0,1009,Catégorie 4,311,D311 PR1+0,2481, ,D311,0,Catégorie 4,D311 PR0+0,2481,45_D311,45 D0311,5,20160602150800,1508,20160602,1464872880000,598,1464899940000
396,598,20160602000000.000,15h08,ATP,311,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,311,1,0, ,5022,45 D0311,1,0,1009,Catégorie 4,311,D311 PR1+0,2481, ,D311,0,Catégorie 4,D311 PR0+0,2481,45_D311,45 D0311,5,20160602150800,1508,20160602,1464872880000,598,1464899940000
397,597,20160602000000.000,15h08,ATP,310,1,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,310,2,0, ,6028,45 D0310,2,0,2017,Catégorie 4,310,D310 PR2+0,2480, ,D310,1010,Catégorie 4,D310 PR1+0,2480,45_D310,45 D0310,7,20160602150800,1508,20160602,1464872880000,597,1464899940000
398,597,20160602000000.000,15h08,ATP,310,1,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,310,2,0, ,6028,45 D0310,2,0,2017,Catégorie 4,310,D310 PR2+0,2480, ,D310,1010,Catégorie 4,D310 PR1+0,2480,45_D310,45 D0310,7,20160602150800,1508,20160602,1464872880000,597,1464899940000
399,92,20160531000000.000,12h54, ,293,1,0, ,Route barrée à partir des RD93 et 943,Intersection RD 93/293 CONFLANS,FERMEE, ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,293,1,0, ,4663,45 D0293,1,0,1064,Catégorie 4,293,D293 PR1+0,2476, ,D293,1064,Catégorie 4,D293 PR1+0,2476,45_D293,45 D0293,2,20160531125400,1254,20160531,1464692040000,92,1464899940000
400,39,20160531000000.000,10h30, ,293,1,0, ,Route barrée à partir des RD93 et 943, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,293,0,0, ,5405,45 D0293,0,0,0,Catégorie 4,293,D293 PR0+0,2476, ,D293,1064,Catégorie 4,D293 PR1+0,2476,45_D293,45 D0293,2,20160531103000,1030,20160531,1464683400000,39,1464899940000
401,92,20160531000000.000,12h54, ,293,1,0, ,Route barrée à partir des RD93 et 943,Intersection RD 93/293 CONFLANS,FERMEE, ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,293,1,0, ,4663,45 D0293,1,0,1064,Catégorie 4,293,D293 PR1+0,2476, ,D293,1064,Catégorie 4,D293 PR1+0,2476,45_D293,45 D0293,2,20160531125400,1254,20160531,1464692040000,92,1464899940000
402,185,20160601000000.000,06h05,ATO,927101,1,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,168,4,0, ,4523,45 D0168,4,0,4003,Catégorie 4,168,D168 PR4+0,2454, ,D168,0,Catégorie 1,D927101 PR1+0,2454,45_D168,45 D0168,10,20160601060500,0605,20160601,1464753900000,185,1464899940000
403,185,20160601000000.000,06h05,ATO,927101,1,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,168,4,0, ,4523,45 D0168,4,0,4003,Catégorie 4,168,D168 PR4+0,2454, ,D168,0,Catégorie 1,D927101 PR1+0,2454,45_D168,45 D0168,10,20160601060500,0605,20160601,1464753900000,185,1464899940000
404,596,20160602000000.000,15h08,ATP,167,4,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,167,0,0, ,5782,45 D0167,0,0,0,Catégorie 4,167,D167 PR0+0,2453, ,D167,4028,Catégorie 4,D167 PR4+0,2453,45_D167,45 D0167,4,20160602150800,1508,20160602,1464872880000,596,1464899940000
405,595,20160602000000.000,15h08,ATP,166,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,166,0,0, ,4545,45 D0166,0,0,0,Catégorie 4,166,D166 PR0+0,2452, ,D166,0,Catégorie 4,D166 PR0+0,2452,45_D166,45 D0166,3,20160602150800,1508,20160602,1464872880000,595,1464899940000
406,595,20160602000000.000,15h08,ATP,166,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,166,0,0, ,4545,45 D0166,0,0,0,Catégorie 4,166,D166 PR0+0,2452, ,D166,0,Catégorie 4,D166 PR0+0,2452,45_D166,45 D0166,3,20160602150800,1508,20160602,1464872880000,595,1464899940000
407,362,20160602000000.000,10h30,ATP,165,6,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,"165	",5,0, ,6520,45 D0165,5,0,5056,Catégorie 4,165,D165 PR5+0,2451, ,D165,6064,Catégorie 4,D165 PR6+0,2451,45_D165,45 D0165,7,20160602103000,1030,20160602,1464856200000,362,1464899940000
408,362,20160602000000.000,10h30,ATP,165,6,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,"165	",5,0, ,6520,45 D0165,5,0,5056,Catégorie 4,165,D165 PR5+0,2451, ,D165,6064,Catégorie 4,D165 PR6+0,2451,45_D165,45 D0165,7,20160602103000,1030,20160602,1464856200000,362,1464899940000
409,64,20160531000000.000,12h54, ,163,6,45004,AMILLY,Entre ST GERMAIN ET AMILLY Route barrée sans déviation, , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45004,163,7,0, ,4671,45 D0163,7,0,7013,Catégorie 4,163,D163 PR7+0,2449, ,D163,5988,Catégorie 4,D163 PR6+0,2449,45_D163,45 D0163,15,20160531125400,1254,20160531,1464692040000,64,1464899940000
410,64,20160531000000.000,12h54, ,163,6,45004,AMILLY,Entre ST GERMAIN ET AMILLY Route barrée sans déviation, , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45004,163,7,0, ,4671,45 D0163,7,0,7013,Catégorie 4,163,D163 PR7+0,2449, ,D163,5988,Catégorie 4,D163 PR6+0,2449,45_D163,45 D0163,15,20160531125400,1254,20160531,1464692040000,64,1464899940000
411,427,20160602000000.000,11h27,ATS,148,3,0, ,chaussée inondée sur environ 200m entre Bonnée et Saint Benoit,route ouverte avec inondation uniquement sur 1 ½ voie, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,0,148,5,0, ,4818,45 D0148,5,0,4943,Catégorie 4,148,D148 PR5+0,2441, ,D148,2943,Catégorie 4,D148 PR3+0,2441,45_D148,45 D0148,6,20160602112700,1127,20160602,1464859620000,427,1464899940000
412,427,20160602000000.000,11h27,ATS,148,3,0, ,chaussée inondée sur environ 200m entre Bonnée et Saint Benoit,route ouverte avec inondation uniquement sur 1 ½ voie, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,0,148,5,0, ,4818,45 D0148,5,0,4943,Catégorie 4,148,D148 PR5+0,2441, ,D148,2943,Catégorie 4,D148 PR3+0,2441,45_D148,45 D0148,6,20160602112700,1127,20160602,1464859620000,427,1464899940000
413,91,20160531000000.000,12h54, ,146,2,45032,Le Bignon Mirabeau,Le Bignon Mirabeau au carrefour de la RD 33 -route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45032,146,9,0, ,4592,45 D0146,9,0,8992,Catégorie 4,146,D146 PR9+0,2440, ,D146,1999,Catégorie 4,D146 PR2+0,2440,45_D146,45 D0146,11,20160531125400,1254,20160531,1464692040000,91,1464899940000
414,91,20160531000000.000,12h54, ,146,2,45032,Le Bignon Mirabeau,Le Bignon Mirabeau au carrefour de la RD 33 -route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45032,146,9,0, ,4592,45 D0146,9,0,8992,Catégorie 4,146,D146 PR9+0,2440, ,D146,1999,Catégorie 4,D146 PR2+0,2440,45_D146,45 D0146,11,20160531125400,1254,20160531,1464692040000,91,1464899940000
415,596,20160602000000.000,15h08,ATP,145,3,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,167,0,0, ,5782,45 D0167,0,0,0,Catégorie 4,167,D167 PR0+0,2439, ,D145,3017,Catégorie 4,D145 PR3+0,2439,45_D145,45 D0145,8,20160602150800,1508,20160602,1464872880000,596,1464899940000
416,267,20160602000000.000,6h08,ATP,144,1,0, ,inondée sur une 1/2 chaussée, , , , ,INONDES, , ,/ INONDES /   /,0,144,2,0, ,4836,45 D0144,2,0,1988,Catégorie 4,144,D144 PR2+0,2438, ,D144,1011,Catégorie 4,D144 PR1+0,2438,45_D144,45 D0144,9,20160602060800,0608,20160602,1464840480000,267,1464899940000
417,267,20160602000000.000,6h08,ATP,144,1,0, ,inondée sur une 1/2 chaussée, , , , ,INONDES, , ,/ INONDES /   /,0,144,2,0, ,4836,45 D0144,2,0,1988,Catégorie 4,144,D144 PR2+0,2438, ,D144,1011,Catégorie 4,D144 PR1+0,2438,45_D144,45 D0144,9,20160602060800,0608,20160602,1464840480000,267,1464899940000
418,590,20160602000000.000,15h08,ATP,138,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,138,2,0, ,4196,45 D0138,2,0,2036,Catégorie 4,138,D138 PR2+0,2432, ,D138,0,Catégorie 4,D138 PR0+0,2432,45_D138,45 D0138,9,20160602150800,1508,20160602,1464872880000,590,1464899940000
419,591,20160602000000.000,15h08,ATP,138,0,0, ,"	SEC", , , , ,SEC, , ,/ SEC /   /,0,138,0,0, ,6551,45 D0138,0,0,0,Catégorie 4,138,D138 PR0+0,2432, ,D138,0,Catégorie 4,D138 PR0+0,2432,45_D138,45 D0138,9,20160602150800,1508,20160602,1464872880000,591,1464899940000
420,590,20160602000000.000,15h08,ATP,138,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,138,2,0, ,4196,45 D0138,2,0,2036,Catégorie 4,138,D138 PR2+0,2432, ,D138,0,Catégorie 4,D138 PR0+0,2432,45_D138,45 D0138,9,20160602150800,1508,20160602,1464872880000,590,1464899940000
421,589,20160602000000.000,15h08,ATP,133,13,0, ,sec, , , , ,SEC, , ,/ SEC /   /,0,133,18,0, ,5674,45 D0133,18,0,17995,Catégorie 4,133,D133 PR18+0,2428, ,D133,13000,Catégorie 4,D133 PR13+0,2428,45_D133,45 D0133,7,20160602150800,1508,20160602,1464872880000,589,1464899940000
422,536,20160602000000.000,12h08,ATP,133,13,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,133,17,0, ,4844,45 D0133,17,0,16995,Catégorie 4,133,D133 PR17+0,2428, ,D133,13000,Catégorie 4,D133 PR13+0,2428,45_D133,45 D0133,7,20160602120800,1208,20160602,1464862080000,536,1464899940000
423,536,20160602000000.000,12h08,ATP,133,13,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,133,17,0, ,4844,45 D0133,17,0,16995,Catégorie 4,133,D133 PR17+0,2428, ,D133,13000,Catégorie 4,D133 PR13+0,2428,45_D133,45 D0133,7,20160602120800,1208,20160602,1464862080000,536,1464899940000
424,587,20160602000000.000,15h08,ATP,133,3,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,133,4,0, ,5080,45 D0133,4,0,4047,Catégorie 4,133,D133 PR4+0,2428, ,D133,3047,Catégorie 4,D133 PR3+0,2428,45_D133,45 D0133,5,20160602150800,1508,20160602,1464872880000,587,1464899940000
425,587,20160602000000.000,15h08,ATP,133,3,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,133,4,0, ,5080,45 D0133,4,0,4047,Catégorie 4,133,D133 PR4+0,2428, ,D133,3047,Catégorie 4,D133 PR3+0,2428,45_D133,45 D0133,5,20160602150800,1508,20160602,1464872880000,587,1464899940000
426,586,20160602000000.000,15h08,ATP,131,5,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,131,8,0, ,5915,45 D0131,8,0,8105,Catégorie 4,131,D131 PR8+0,2426, ,D131,5042,Catégorie 4,D131 PR5+0,2426,45_D131,45 D0131,10,20160602150800,1508,20160602,1464872880000,586,1464899940000
427,586,20160602000000.000,15h08,ATP,131,5,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,131,8,0, ,5915,45 D0131,8,0,8105,Catégorie 4,131,D131 PR8+0,2426, ,D131,5042,Catégorie 4,D131 PR5+0,2426,45_D131,45 D0131,10,20160602150800,1508,20160602,1464872880000,586,1464899940000
428,25,20160531000000.000,10h30, ,127,3,45083,Château Renard,Entre  et Mellery au LD Mardelet arbre couché sur VP, , , , ,OBSTACLE - EFFONDREMENT, , ,/ OBSTACLE - EFFONDREMENT /   /,45083,127,2,0, ,5634,45 D0127,2,0,2021,Catégorie 4,127,D127 PR2+0,2424, ,D127,3040,Catégorie 4,D127 PR3+0,2424,45_D127,45 D0127,12,20160531103000,1030,20160531,1464683400000,25,1464899940000
429,25,20160531000000.000,10h30, ,127,3,45083,Château Renard,Entre  et Mellery au LD Mardelet arbre couché sur VP, , , , ,OBSTACLE - EFFONDREMENT, , ,/ OBSTACLE - EFFONDREMENT /   /,45083,127,2,0, ,5634,45 D0127,2,0,2021,Catégorie 4,127,D127 PR2+0,2424, ,D127,3040,Catégorie 4,D127 PR3+0,2424,45_D127,45 D0127,12,20160531103000,1030,20160531,1464683400000,25,1464899940000
430,500,20160602000000.000,12h03,ATO,125,8,45093,Chevilly,"	oui	",entre Chevilly et Saint Lyé la forêt chaussée inondée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45093,125,"	8",0, ,6682,45 D0125,8,0,8230,Catégorie 4,125,D125 PR8+0,2422, ,D125,8230,Catégorie 4,D125 PR8+0,2422,45_D125,45 D0125,9,20160602120300,1203,20160602,1464861780000,500,1464899940000
431,500,20160602000000.000,12h03,ATO,125,8,45093,Chevilly,"	oui	",entre Chevilly et Saint Lyé la forêt chaussée inondée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45093,125,"	8",0, ,6682,45 D0125,8,0,8230,Catégorie 4,125,D125 PR8+0,2422, ,D125,8230,Catégorie 4,D125 PR8+0,2422,45_D125,45 D0125,9,20160602120300,1203,20160602,1464861780000,500,1464899940000
432,499,20160602000000.000,12h03,ATO,124,12,45034,Boigny sur bionne,"	oui	",traverse de Boigny sur bionne circulation rétablie, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45034,124,"	16",0, ,5756,45 D0124,16,0,16230,Catégorie 4,124,D124 PR16+0,2421, ,D124,12168,Catégorie 4,D124 PR12+0,2421,45_D124,45 D0124,5,20160602120300,1203,20160602,1464861780000,499,1464899940000
433,499,20160602000000.000,12h03,ATO,124,12,45034,Boigny sur bionne,"	oui	",traverse de Boigny sur bionne circulation rétablie, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45034,124,"	16",0, ,5756,45 D0124,16,0,16230,Catégorie 4,124,D124 PR16+0,2421, ,D124,12168,Catégorie 4,D124 PR12+0,2421,45_D124,45 D0124,5,20160602120300,1203,20160602,1464861780000,499,1464899940000
434,89,20160531000000.000,12h54, ,117,6,0, ,Inondée - panneaux mis en place, , , , ,INONDES,PANNEAUX, ,/ INONDES / PANNEAUX /,0,117,10,0, ,5559,45 D0117,10,0,10033,Catégorie 4,117,D117 PR10+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,89,1464899940000
435,89,20160531000000.000,12h54, ,117,6,0, ,Inondée - panneaux mis en place, , , , ,INONDES,PANNEAUX, ,/ INONDES / PANNEAUX /,0,117,10,0, ,5559,45 D0117,10,0,10033,Catégorie 4,117,D117 PR10+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,89,1464899940000
436,88,20160531000000.000,12h54, ,117,6,0, ,Inondée - pas de panneaux (rupture), , , , ,INONDES,PAS DE PANNEAUX, ,/ INONDES / PAS DE PANNEAUX /,0,117,8,0, ,4631,45 D0117,8,0,8028,Catégorie 4,117,D117 PR8+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,88,1464899940000
437,90,20160531000000.000,12h54, ,117,6,0, ,Inondée - panneaux mis en place, , , , ,INONDES,PANNEAUX, ,/ INONDES / PANNEAUX /,0,117,12,0, ,5826,45 D0117,12,0,12038,Catégorie 4,117,D117 PR12+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,90,1464899940000
438,75,20160531000000.000,12h54, ,117,6,45212,Montcresson,OA sortie Montcresson,Attention débordement de chaque côté - PREVOIR,FERMETURE, ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45212,117,6,0, ,6484,45 D0117,6,0,6020,Catégorie 4,117,D117 PR6+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,75,1464899940000
439,75,20160531000000.000,12h54, ,117,6,45212,Montcresson,OA sortie Montcresson,Attention débordement de chaque côté - PREVOIR,FERMETURE, ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45212,117,6,0, ,6484,45 D0117,6,0,6020,Catégorie 4,117,D117 PR6+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,75,1464899940000
440,90,20160531000000.000,12h54, ,117,6,0, ,Inondée - panneaux mis en place, , , , ,INONDES,PANNEAUX, ,/ INONDES / PANNEAUX /,0,117,12,0, ,5826,45 D0117,12,0,12038,Catégorie 4,117,D117 PR12+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,90,1464899940000
441,88,20160531000000.000,12h54, ,117,6,0, ,Inondée - pas de panneaux (rupture), , , , ,INONDES,PAS DE PANNEAUX, ,/ INONDES / PAS DE PANNEAUX /,0,117,8,0, ,4631,45 D0117,8,0,8028,Catégorie 4,117,D117 PR8+0,2414, ,D117,6020,Catégorie 4,D117 PR6+0,2414,45_D117,45 D0117,10,20160531125400,1254,20160531,1464692040000,88,1464899940000
442,473,20160602000000.000,11h48,ATM,116,2,0, ,Circulation rétablie, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,0,116,2,0, ,6570,45 D0116,2,0,2013,Catégorie 4,116,D116 PR2+0,2413, ,D116,2013,Catégorie 4,D116 PR2+0,2413,45_D116,45 D0116,3,20160602114800,1148,20160602,1464860880000,473,1464899940000
443,473,20160602000000.000,11h48,ATM,116,2,0, ,Circulation rétablie, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,0,116,2,0, ,6570,45 D0116,2,0,2013,Catégorie 4,116,D116 PR2+0,2413, ,D116,2013,Catégorie 4,D116 PR2+0,2413,45_D116,45 D0116,3,20160602114800,1148,20160602,1464860880000,473,1464899940000
444,630,20160602000000.000,15h34,ATM,115,10,0, ,Route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,115,"	2",0, ,4924,45 D0115,2,0,2000,Catégorie 4,115,D115 PR2+0,2412, ,D115,10115,Catégorie 4,D115 PR10+0,2412,45_D115,45 D0115,13,20160602153400,1534,20160602,1464874440000,630,1464899940000
445,72,20160531000000.000,12h54, ,115,10,45151,Griselle,Commune de Griselle - traversée de Bois le Roi et pont sous A19 fermé, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45151,115,5,0, ,5349,45 D0115,5,0,5097,Catégorie 4,115,D115 PR5+0,2412, ,D115,10115,Catégorie 4,D115 PR10+0,2412,45_D115,45 D0115,13,20160531125400,1254,20160531,1464692040000,72,1464899940000
446,631,20160602000000.000,15h34,ATM,115,10,0, ,Route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,115,"	4",0, ,4660,45 D0115,4,0,4005,Catégorie 4,115,D115 PR4+0,2412, ,D115,10115,Catégorie 4,D115 PR10+0,2412,45_D115,45 D0115,13,20160602153400,1534,20160602,1464874440000,631,1464899940000
447,472,20160602000000.000,11h48,ATM,115,10,45151,Griselles,- route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45151,115,10,0, ,6509,45 D0115,10,0,10115,Catégorie 4,115,D115 PR10+0,2412, ,D115,10115,Catégorie 4,D115 PR10+0,2412,45_D115,45 D0115,13,20160602114800,1148,20160602,1464860880000,472,1464899940000
448,472,20160602000000.000,11h48,ATM,115,10,45151,Griselles,- route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45151,115,10,0, ,6509,45 D0115,10,0,10115,Catégorie 4,115,D115 PR10+0,2412, ,D115,10115,Catégorie 4,D115 PR10+0,2412,45_D115,45 D0115,13,20160602114800,1148,20160602,1464860880000,472,1464899940000
449,630,20160602000000.000,15h34,ATM,115,10,0, ,Route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,115,"	2",0, ,4924,45 D0115,2,0,2000,Catégorie 4,115,D115 PR2+0,2412, ,D115,10115,Catégorie 4,D115 PR10+0,2412,45_D115,45 D0115,13,20160602153400,1534,20160602,1464874440000,630,1464899940000
